# Oracle disagreements for Hindi (kaikki ∩ UniMorph).
#
# Every row here is one systematic UniMorph hin defect: for a subset
# of lemmas it forms the perfective participle and the vowel-initial
# subjunctive/imperative endings with an independent vowel spliced
# onto the consonant stem (बनऊं, बनया, बनइए) instead of the matra the
# grammar requires (बनूं, बना, बनिए). kaikki.org spells them
# correctly, so every disagreement is ruled o1 (first oracle = kaikki).
# The engine follows kaikki.
#
# lemma	features	resolution	o1(kaikki)	o2(unimorph)
रुकना	V;3;SG;PRF;LGSPEC4;MASC	o1	रुका होता	रुकया होता
रुकना	V;3;SG;PRF;PRS;FEM	o1	रुकी है	रुकई है
रुकना	V;3;SG;PRF;PRS;MASC	o1	रुका है	रुकया है
रुकना	V;3;SG;PRF;PST;FEM	o1	रुकी थी	रुकई थी
रुकना	V;3;SG;PRF;PST;MASC	o1	रुका था	रुकया था
रुकना	V;3;SG;PRF;SBJV;FEM	o1	रुकी हो	रुकई हो
रुकना	V;3;SG;PRF;SBJV;MASC	o1	रुका हो	रुकया हो
रुकना	V;3;SG;SBJV	o1	रुके	रुकए
रुकना	V;3;SG;SBJV;FEM	o1	रुकेगी	रुकएगी
रुकना	V;3;SG;SBJV;MASC	o1	रुकेगा	रुकएगा
रुकना	V;V.PTCP;FEM;PL;PFV	o1	रुकी	रुकयी
रुकना	V;V.PTCP;FEM;SG;PFV	o1	रुकी	रुकयी
रुकना	V;V.PTCP;MASC;PL;PFV	o1	रुके	रुकए
रुकना	V;V.PTCP;MASC;SG;PFV	o1	रुका	रुकया
रौशन करना	V;1;PL;PRF;LGSPEC3;FEM	o1	रौशन की होंगी	रौशन किई होंगी
रौशन करना	V;1;PL;PRF;LGSPEC4;FEM	o1	रौशन की होती	रौशन किई होती
रौशन करना	V;1;PL;PRF;PRS;FEM	o1	रौशन की हैं	रौशन किई हैं
रौशन करना	V;1;PL;PRF;PST;FEM	o1	रौशन की थी	रौशन किई थी
रौशन करना	V;1;PL;PRF;SBJV;FEM	o1	रौशन की हों	रौशन किई हों
रौशन करना	V;1;SG;PRF;LGSPEC3;FEM	o1	रौशन की हूंगी	रौशन किई हूंगी
रौशन करना	V;1;SG;PRF;LGSPEC4;FEM	o1	रौशन की होती	रौशन किई होती
रौशन करना	V;1;SG;PRF;PRS;FEM	o1	रौशन की हूं	रौशन किई हूं
रौशन करना	V;1;SG;PRF;PST;FEM	o1	रौशन की थी	रौशन किई थी
रौशन करना	V;1;SG;PRF;SBJV;FEM	o1	रौशन की हूं	रौशन किई हूं
रौशन करना	V;2;PL;PRF;LGSPEC3;FEM	o1	रौशन की होगी	रौशन किई होगी
रौशन करना	V;2;PL;PRF;PRS;FEM	o1	रौशन की हो	रौशन किई हो
रौशन करना	V;2;PL;PRF;SBJV;FEM	o1	रौशन की हो	रौशन किई हो
रौशन करना	V;2;SG;PRF;LGSPEC3;FEM	o1	रौशन की होगी	रौशन किई होगी
रौशन करना	V;2;SG;PRF;LGSPEC4;FEM	o1	रौशन की होती	रौशन किई होती
रौशन करना	V;2;SG;PRF;PRS;FEM	o1	रौशन की है	रौशन किई है
रौशन करना	V;2;SG;PRF;PST;FEM	o1	रौशन की थी	रौशन किई थी
रौशन करना	V;2;SG;PRF;SBJV;FEM	o1	रौशन की हो	रौशन किई हो
रौशन करना	V;3;PL;PRF;LGSPEC3;FEM	o1	रौशन की होंगी	रौशन किई होंगी
रौशन करना	V;3;PL;PRF;LGSPEC4;FEM	o1	रौशन की होती	रौशन किई होती
रौशन करना	V;3;PL;PRF;PRS;FEM	o1	रौशन की हैं	रौशन किई हैं
रौशन करना	V;3;PL;PRF;PST;FEM	o1	रौशन की थी	रौशन किई थी
रौशन करना	V;3;PL;PRF;SBJV;FEM	o1	रौशन की हों	रौशन किई हों
रौशन करना	V;3;SG;PRF;LGSPEC3;FEM	o1	रौशन की होगी	रौशन किई होगी
रौशन करना	V;3;SG;PRF;LGSPEC4;FEM	o1	रौशन की होती	रौशन किई होती
रौशन करना	V;3;SG;PRF;PRS;FEM	o1	रौशन की है	रौशन किई है
रौशन करना	V;3;SG;PRF;PST;FEM	o1	रौशन की थी	रौशन किई थी
रौशन करना	V;3;SG;PRF;SBJV;FEM	o1	रौशन की हो	रौशन किई हो
लू करना	V;1;PL;PRF;LGSPEC3;FEM	o1	लू की होंगी	लू किई होंगी
लू करना	V;1;PL;PRF;LGSPEC4;FEM	o1	लू की होती	लू किई होती
लू करना	V;1;PL;PRF;PRS;FEM	o1	लू की हैं	लू किई हैं
लू करना	V;1;PL;PRF;PST;FEM	o1	लू की थी	लू किई थी
लू करना	V;1;PL;PRF;SBJV;FEM	o1	लू की हों	लू किई हों
लू करना	V;1;SG;PRF;LGSPEC3;FEM	o1	लू की हूंगी	लू किई हूंगी
लू करना	V;1;SG;PRF;LGSPEC4;FEM	o1	लू की होती	लू किई होती
लू करना	V;1;SG;PRF;PRS;FEM	o1	लू की हूं	लू किई हूं
लू करना	V;1;SG;PRF;PST;FEM	o1	लू की थी	लू किई थी
लू करना	V;1;SG;PRF;SBJV;FEM	o1	लू की हूं	लू किई हूं
लू करना	V;2;PL;PRF;LGSPEC3;FEM	o1	लू की होगी	लू किई होगी
लू करना	V;2;PL;PRF;PRS;FEM	o1	लू की हो	लू किई हो
लू करना	V;2;PL;PRF;SBJV;FEM	o1	लू की हो	लू किई हो
लू करना	V;2;SG;PRF;LGSPEC3;FEM	o1	लू की होगी	लू किई होगी
लू करना	V;2;SG;PRF;LGSPEC4;FEM	o1	लू की होती	लू किई होती
लू करना	V;2;SG;PRF;PRS;FEM	o1	लू की है	लू किई है
लू करना	V;2;SG;PRF;PST;FEM	o1	लू की थी	लू किई थी
लू करना	V;2;SG;PRF;SBJV;FEM	o1	लू की हो	लू किई हो
लू करना	V;3;PL;PRF;LGSPEC3;FEM	o1	लू की होंगी	लू किई होंगी
लू करना	V;3;PL;PRF;LGSPEC4;FEM	o1	लू की होती	लू किई होती
लू करना	V;3;PL;PRF;PRS;FEM	o1	लू की हैं	लू किई हैं
लू करना	V;3;PL;PRF;PST;FEM	o1	लू की थी	लू किई थी
लू करना	V;3;PL;PRF;SBJV;FEM	o1	लू की हों	लू किई हों
लू करना	V;3;SG;PRF;LGSPEC3;FEM	o1	लू की होगी	लू किई होगी
लू करना	V;3;SG;PRF;LGSPEC4;FEM	o1	लू की होती	लू किई होती
लू करना	V;3;SG;PRF;PRS;FEM	o1	लू की है	लू किई है
लू करना	V;3;SG;PRF;PST;FEM	o1	लू की थी	लू किई थी
लू करना	V;3;SG;PRF;SBJV;FEM	o1	लू की हो	लू किई हो
ले जाना	V;1;PL;PRF;LGSPEC3;FEM	o1	ले गई होंगी	ले जाई होंगी
ले जाना	V;1;PL;PRF;LGSPEC3;MASC	o1	ले गए होंगे	ले जाए होंगे
ले जाना	V;1;PL;PRF;LGSPEC4;FEM	o1	ले गई होती	ले जाई होती
ले जाना	V;1;PL;PRF;LGSPEC4;MASC	o1	ले गए होते	ले जाए होते
ले जाना	V;1;PL;PRF;PRS;FEM	o1	ले गई हैं	ले जाई हैं
ले जाना	V;1;PL;PRF;PRS;MASC	o1	ले गए हैं	ले जाए हैं
ले जाना	V;1;PL;PRF;PST;FEM	o1	ले गई थी	ले जाई थी
ले जाना	V;1;PL;PRF;PST;MASC	o1	ले गए थे	ले जाए थे
ले जाना	V;1;PL;PRF;SBJV;FEM	o1	ले गई हों	ले जाई हों
ले जाना	V;1;PL;PRF;SBJV;MASC	o1	ले गए हों	ले जाए हों
ले जाना	V;1;SG;PRF;LGSPEC3;FEM	o1	ले गई हूंगी	ले जाई हूंगी
ले जाना	V;1;SG;PRF;LGSPEC3;MASC	o1	ले गया हूंगा	ले जाया हूंगा
ले जाना	V;1;SG;PRF;LGSPEC4;FEM	o1	ले गई होती	ले जाई होती
ले जाना	V;1;SG;PRF;LGSPEC4;MASC	o1	ले गया होता	ले जाया होता
ले जाना	V;1;SG;PRF;PRS;FEM	o1	ले गई हूं	ले जाई हूं
ले जाना	V;1;SG;PRF;PRS;MASC	o1	ले गया हूं	ले जाया हूं
ले जाना	V;1;SG;PRF;PST;FEM	o1	ले गई थी	ले जाई थी
ले जाना	V;1;SG;PRF;PST;MASC	o1	ले गया था	ले जाया था
ले जाना	V;1;SG;PRF;SBJV;FEM	o1	ले गई हूं	ले जाई हूं
ले जाना	V;1;SG;PRF;SBJV;MASC	o1	ले गया हूं	ले जाया हूं
ले जाना	V;2;PL;PRF;LGSPEC3;FEM	o1	ले गई होगी	ले जाई होगी
ले जाना	V;2;PL;PRF;LGSPEC3;MASC	o1	ले गए होगे	ले जाए होगे
ले जाना	V;2;PL;PRF;LGSPEC4;MASC	o1	ले गए होते	ले जाए होते
ले जाना	V;2;PL;PRF;PRS;FEM	o1	ले गई हो	ले जाई हो
ले जाना	V;2;PL;PRF;PRS;MASC	o1	ले गए हो	ले जाए हो
ले जाना	V;2;PL;PRF;PST;MASC	o1	ले गए थे	ले जाए थे
ले जाना	V;2;PL;PRF;SBJV;FEM	o1	ले गई हो	ले जाई हो
ले जाना	V;2;PL;PRF;SBJV;MASC	o1	ले गए हो	ले जाए हो
ले जाना	V;2;SG;PRF;LGSPEC3;FEM	o1	ले गई होगी	ले जाई होगी
ले जाना	V;2;SG;PRF;LGSPEC3;MASC	o1	ले गया होगा	ले जाया होगा
ले जाना	V;2;SG;PRF;LGSPEC4;FEM	o1	ले गई होती	ले जाई होती
ले जाना	V;2;SG;PRF;LGSPEC4;MASC	o1	ले गया होता	ले जाया होता
ले जाना	V;2;SG;PRF;PRS;FEM	o1	ले गई है	ले जाई है
ले जाना	V;2;SG;PRF;PRS;MASC	o1	ले गया है	ले जाया है
ले जाना	V;2;SG;PRF;PST;FEM	o1	ले गई थी	ले जाई थी
ले जाना	V;2;SG;PRF;PST;MASC	o1	ले गया था	ले जाया था
ले जाना	V;2;SG;PRF;SBJV;FEM	o1	ले गई हो	ले जाई हो
ले जाना	V;2;SG;PRF;SBJV;MASC	o1	ले गया हो	ले जाया हो
ले जाना	V;3;PL;PRF;LGSPEC3;FEM	o1	ले गई होंगी	ले जाई होंगी
ले जाना	V;3;PL;PRF;LGSPEC3;MASC	o1	ले गए होंगे	ले जाए होंगे
ले जाना	V;3;PL;PRF;LGSPEC4;FEM	o1	ले गई होती	ले जाई होती
ले जाना	V;3;PL;PRF;LGSPEC4;MASC	o1	ले गए होते	ले जाए होते
ले जाना	V;3;PL;PRF;PRS;FEM	o1	ले गई हैं	ले जाई हैं
ले जाना	V;3;PL;PRF;PRS;MASC	o1	ले गए हैं	ले जाए हैं
ले जाना	V;3;PL;PRF;PST;FEM	o1	ले गई थी	ले जाई थी
ले जाना	V;3;PL;PRF;PST;MASC	o1	ले गए थे	ले जाए थे
ले जाना	V;3;PL;PRF;SBJV;FEM	o1	ले गई हों	ले जाई हों
ले जाना	V;3;PL;PRF;SBJV;MASC	o1	ले गए हों	ले जाए हों
ले जाना	V;3;SG;PRF;LGSPEC3;FEM	o1	ले गई होगी	ले जाई होगी
ले जाना	V;3;SG;PRF;LGSPEC3;MASC	o1	ले गया होगा	ले जाया होगा
ले जाना	V;3;SG;PRF;LGSPEC4;FEM	o1	ले गई होती	ले जाई होती
ले जाना	V;3;SG;PRF;LGSPEC4;MASC	o1	ले गया होता	ले जाया होता
ले जाना	V;3;SG;PRF;PRS;FEM	o1	ले गई है	ले जाई है
ले जाना	V;3;SG;PRF;PRS;MASC	o1	ले गया है	ले जाया है
ले जाना	V;3;SG;PRF;PST;FEM	o1	ले गई थी	ले जाई थी
ले जाना	V;3;SG;PRF;PST;MASC	o1	ले गया था	ले जाया था
ले जाना	V;3;SG;PRF;SBJV;FEM	o1	ले गई हो	ले जाई हो
ले जाना	V;3;SG;PRF;SBJV;MASC	o1	ले गया हो	ले जाया हो
विकसित करना	V;1;PL;PRF;LGSPEC3;FEM	o1	विकसित की होंगी	विकसित किई होंगी
विकसित करना	V;1;PL;PRF;LGSPEC4;FEM	o1	विकसित की होती	विकसित किई होती
विकसित करना	V;1;PL;PRF;PRS;FEM	o1	विकसित की हैं	विकसित किई हैं
विकसित करना	V;1;PL;PRF;PST;FEM	o1	विकसित की थी	विकसित किई थी
विकसित करना	V;1;PL;PRF;SBJV;FEM	o1	विकसित की हों	विकसित किई हों
विकसित करना	V;1;SG;PRF;LGSPEC3;FEM	o1	विकसित की हूंगी	विकसित किई हूंगी
विकसित करना	V;1;SG;PRF;LGSPEC4;FEM	o1	विकसित की होती	विकसित किई होती
विकसित करना	V;1;SG;PRF;PRS;FEM	o1	विकसित की हूं	विकसित किई हूं
विकसित करना	V;1;SG;PRF;PST;FEM	o1	विकसित की थी	विकसित किई थी
विकसित करना	V;1;SG;PRF;SBJV;FEM	o1	विकसित की हूं	विकसित किई हूं
विकसित करना	V;2;PL;PRF;LGSPEC3;FEM	o1	विकसित की होगी	विकसित किई होगी
विकसित करना	V;2;PL;PRF;PRS;FEM	o1	विकसित की हो	विकसित किई हो
विकसित करना	V;2;PL;PRF;SBJV;FEM	o1	विकसित की हो	विकसित किई हो
विकसित करना	V;2;SG;PRF;LGSPEC3;FEM	o1	विकसित की होगी	विकसित किई होगी
विकसित करना	V;2;SG;PRF;LGSPEC4;FEM	o1	विकसित की होती	विकसित किई होती
विकसित करना	V;2;SG;PRF;PRS;FEM	o1	विकसित की है	विकसित किई है
विकसित करना	V;2;SG;PRF;PST;FEM	o1	विकसित की थी	विकसित किई थी
विकसित करना	V;2;SG;PRF;SBJV;FEM	o1	विकसित की हो	विकसित किई हो
विकसित करना	V;3;PL;PRF;LGSPEC3;FEM	o1	विकसित की होंगी	विकसित किई होंगी
विकसित करना	V;3;PL;PRF;LGSPEC4;FEM	o1	विकसित की होती	विकसित किई होती
विकसित करना	V;3;PL;PRF;PRS;FEM	o1	विकसित की हैं	विकसित किई हैं
विकसित करना	V;3;PL;PRF;PST;FEM	o1	विकसित की थी	विकसित किई थी
विकसित करना	V;3;PL;PRF;SBJV;FEM	o1	विकसित की हों	विकसित किई हों
विकसित करना	V;3;SG;PRF;LGSPEC3;FEM	o1	विकसित की होगी	विकसित किई होगी
विकसित करना	V;3;SG;PRF;LGSPEC4;FEM	o1	विकसित की होती	विकसित किई होती
विकसित करना	V;3;SG;PRF;PRS;FEM	o1	विकसित की है	विकसित किई है
विकसित करना	V;3;SG;PRF;PST;FEM	o1	विकसित की थी	विकसित किई थी
विकसित करना	V;3;SG;PRF;SBJV;FEM	o1	विकसित की हो	विकसित किई हो
विश्लेषण करना	V;1;PL;PRF;LGSPEC3;FEM	o1	विश्लेषण की होंगी	विश्लेषण किई होंगी
विश्लेषण करना	V;1;PL;PRF;LGSPEC4;FEM	o1	विश्लेषण की होती	विश्लेषण किई होती
विश्लेषण करना	V;1;PL;PRF;PRS;FEM	o1	विश्लेषण की हैं	विश्लेषण किई हैं
विश्लेषण करना	V;1;PL;PRF;PST;FEM	o1	विश्लेषण की थी	विश्लेषण किई थी
विश्लेषण करना	V;1;PL;PRF;SBJV;FEM	o1	विश्लेषण की हों	विश्लेषण किई हों
विश्लेषण करना	V;1;SG;PRF;LGSPEC3;FEM	o1	विश्लेषण की हूंगी	विश्लेषण किई हूंगी
विश्लेषण करना	V;1;SG;PRF;LGSPEC4;FEM	o1	विश्लेषण की होती	विश्लेषण किई होती
विश्लेषण करना	V;1;SG;PRF;PRS;FEM	o1	विश्लेषण की हूं	विश्लेषण किई हूं
विश्लेषण करना	V;1;SG;PRF;PST;FEM	o1	विश्लेषण की थी	विश्लेषण किई थी
विश्लेषण करना	V;1;SG;PRF;SBJV;FEM	o1	विश्लेषण की हूं	विश्लेषण किई हूं
विश्लेषण करना	V;2;PL;PRF;LGSPEC3;FEM	o1	विश्लेषण की होगी	विश्लेषण किई होगी
विश्लेषण करना	V;2;PL;PRF;PRS;FEM	o1	विश्लेषण की हो	विश्लेषण किई हो
विश्लेषण करना	V;2;PL;PRF;SBJV;FEM	o1	विश्लेषण की हो	विश्लेषण किई हो
विश्लेषण करना	V;2;SG;PRF;LGSPEC3;FEM	o1	विश्लेषण की होगी	विश्लेषण किई होगी
विश्लेषण करना	V;2;SG;PRF;LGSPEC4;FEM	o1	विश्लेषण की होती	विश्लेषण किई होती
विश्लेषण करना	V;2;SG;PRF;PRS;FEM	o1	विश्लेषण की है	विश्लेषण किई है
विश्लेषण करना	V;2;SG;PRF;PST;FEM	o1	विश्लेषण की थी	विश्लेषण किई थी
विश्लेषण करना	V;2;SG;PRF;SBJV;FEM	o1	विश्लेषण की हो	विश्लेषण किई हो
विश्लेषण करना	V;3;PL;PRF;LGSPEC3;FEM	o1	विश्लेषण की होंगी	विश्लेषण किई होंगी
विश्लेषण करना	V;3;PL;PRF;LGSPEC4;FEM	o1	विश्लेषण की होती	विश्लेषण किई होती
विश्लेषण करना	V;3;PL;PRF;PRS;FEM	o1	विश्लेषण की हैं	विश्लेषण किई हैं
विश्लेषण करना	V;3;PL;PRF;PST;FEM	o1	विश्लेषण की थी	विश्लेषण किई थी
विश्लेषण करना	V;3;PL;PRF;SBJV;FEM	o1	विश्लेषण की हों	विश्लेषण किई हों
विश्लेषण करना	V;3;SG;PRF;LGSPEC3;FEM	o1	विश्लेषण की होगी	विश्लेषण किई होगी
विश्लेषण करना	V;3;SG;PRF;LGSPEC4;FEM	o1	विश्लेषण की होती	विश्लेषण किई होती
विश्लेषण करना	V;3;SG;PRF;PRS;FEM	o1	विश्लेषण की है	विश्लेषण किई है
विश्लेषण करना	V;3;SG;PRF;PST;FEM	o1	विश्लेषण की थी	विश्लेषण किई थी
विश्लेषण करना	V;3;SG;PRF;SBJV;FEM	o1	विश्लेषण की हो	विश्लेषण किई हो
शिकार करना	V;1;PL;PRF;LGSPEC3;FEM	o1	शिकार की होंगी	शिकार किई होंगी
शिकार करना	V;1;PL;PRF;LGSPEC4;FEM	o1	शिकार की होती	शिकार किई होती
शिकार करना	V;1;PL;PRF;PRS;FEM	o1	शिकार की हैं	शिकार किई हैं
शिकार करना	V;1;PL;PRF;PST;FEM	o1	शिकार की थी	शिकार किई थी
शिकार करना	V;1;PL;PRF;SBJV;FEM	o1	शिकार की हों	शिकार किई हों
शिकार करना	V;1;SG;PRF;LGSPEC3;FEM	o1	शिकार की हूंगी	शिकार किई हूंगी
शिकार करना	V;1;SG;PRF;LGSPEC4;FEM	o1	शिकार की होती	शिकार किई होती
शिकार करना	V;1;SG;PRF;PRS;FEM	o1	शिकार की हूं	शिकार किई हूं
शिकार करना	V;1;SG;PRF;PST;FEM	o1	शिकार की थी	शिकार किई थी
शिकार करना	V;1;SG;PRF;SBJV;FEM	o1	शिकार की हूं	शिकार किई हूं
शिकार करना	V;2;PL;PRF;LGSPEC3;FEM	o1	शिकार की होगी	शिकार किई होगी
शिकार करना	V;2;PL;PRF;PRS;FEM	o1	शिकार की हो	शिकार किई हो
शिकार करना	V;2;PL;PRF;SBJV;FEM	o1	शिकार की हो	शिकार किई हो
शिकार करना	V;2;SG;PRF;LGSPEC3;FEM	o1	शिकार की होगी	शिकार किई होगी
शिकार करना	V;2;SG;PRF;LGSPEC4;FEM	o1	शिकार की होती	शिकार किई होती
शिकार करना	V;2;SG;PRF;PRS;FEM	o1	शिकार की है	शिकार किई है
शिकार करना	V;2;SG;PRF;PST;FEM	o1	शिकार की थी	शिकार किई थी
शिकार करना	V;2;SG;PRF;SBJV;FEM	o1	शिकार की हो	शिकार किई हो
शिकार करना	V;3;PL;PRF;LGSPEC3;FEM	o1	शिकार की होंगी	शिकार किई होंगी
शिकार करना	V;3;PL;PRF;LGSPEC4;FEM	o1	शिकार की होती	शिकार किई होती
शिकार करना	V;3;PL;PRF;PRS;FEM	o1	शिकार की हैं	शिकार किई हैं
शिकार करना	V;3;PL;PRF;PST;FEM	o1	शिकार की थी	शिकार किई थी
शिकार करना	V;3;PL;PRF;SBJV;FEM	o1	शिकार की हों	शिकार किई हों
शिकार करना	V;3;SG;PRF;LGSPEC3;FEM	o1	शिकार की होगी	शिकार किई होगी
शिकार करना	V;3;SG;PRF;LGSPEC4;FEM	o1	शिकार की होती	शिकार किई होती
शिकार करना	V;3;SG;PRF;PRS;FEM	o1	शिकार की है	शिकार किई है
शिकार करना	V;3;SG;PRF;PST;FEM	o1	शिकार की थी	शिकार किई थी
शिकार करना	V;3;SG;PRF;SBJV;FEM	o1	शिकार की हो	शिकार किई हो
शुक्रिया करना	V;1;PL;PRF;LGSPEC3;FEM	o1	शुक्रिया की होंगी	शुक्रिया किई होंगी
शुक्रिया करना	V;1;PL;PRF;LGSPEC4;FEM	o1	शुक्रिया की होती	शुक्रिया किई होती
शुक्रिया करना	V;1;PL;PRF;PRS;FEM	o1	शुक्रिया की हैं	शुक्रिया किई हैं
शुक्रिया करना	V;1;PL;PRF;PST;FEM	o1	शुक्रिया की थी	शुक्रिया किई थी
शुक्रिया करना	V;1;PL;PRF;SBJV;FEM	o1	शुक्रिया की हों	शुक्रिया किई हों
शुक्रिया करना	V;1;SG;PRF;LGSPEC3;FEM	o1	शुक्रिया की हूंगी	शुक्रिया किई हूंगी
शुक्रिया करना	V;1;SG;PRF;LGSPEC4;FEM	o1	शुक्रिया की होती	शुक्रिया किई होती
शुक्रिया करना	V;1;SG;PRF;PRS;FEM	o1	शुक्रिया की हूं	शुक्रिया किई हूं
शुक्रिया करना	V;1;SG;PRF;PST;FEM	o1	शुक्रिया की थी	शुक्रिया किई थी
शुक्रिया करना	V;1;SG;PRF;SBJV;FEM	o1	शुक्रिया की हूं	शुक्रिया किई हूं
शुक्रिया करना	V;2;PL;PRF;LGSPEC3;FEM	o1	शुक्रिया की होगी	शुक्रिया किई होगी
शुक्रिया करना	V;2;PL;PRF;PRS;FEM	o1	शुक्रिया की हो	शुक्रिया किई हो
शुक्रिया करना	V;2;PL;PRF;SBJV;FEM	o1	शुक्रिया की हो	शुक्रिया किई हो
शुक्रिया करना	V;2;SG;PRF;LGSPEC3;FEM	o1	शुक्रिया की होगी	शुक्रिया किई होगी
शुक्रिया करना	V;2;SG;PRF;LGSPEC4;FEM	o1	शुक्रिया की होती	शुक्रिया किई होती
शुक्रिया करना	V;2;SG;PRF;PRS;FEM	o1	शुक्रिया की है	शुक्रिया किई है
शुक्रिया करना	V;2;SG;PRF;PST;FEM	o1	शुक्रिया की थी	शुक्रिया किई थी
शुक्रिया करना	V;2;SG;PRF;SBJV;FEM	o1	शुक्रिया की हो	शुक्रिया किई हो
शुक्रिया करना	V;3;PL;PRF;LGSPEC3;FEM	o1	शुक्रिया की होंगी	शुक्रिया किई होंगी
शुक्रिया करना	V;3;PL;PRF;LGSPEC4;FEM	o1	शुक्रिया की होती	शुक्रिया किई होती
शुक्रिया करना	V;3;PL;PRF;PRS;FEM	o1	शुक्रिया की हैं	शुक्रिया किई हैं
शुक्रिया करना	V;3;PL;PRF;PST;FEM	o1	शुक्रिया की थी	शुक्रिया किई थी
शुक्रिया करना	V;3;PL;PRF;SBJV;FEM	o1	शुक्रिया की हों	शुक्रिया किई हों
शुक्रिया करना	V;3;SG;PRF;LGSPEC3;FEM	o1	शुक्रिया की होगी	शुक्रिया किई होगी
शुक्रिया करना	V;3;SG;PRF;LGSPEC4;FEM	o1	शुक्रिया की होती	शुक्रिया किई होती
शुक्रिया करना	V;3;SG;PRF;PRS;FEM	o1	शुक्रिया की है	शुक्रिया किई है
शुक्रिया करना	V;3;SG;PRF;PST;FEM	o1	शुक्रिया की थी	शुक्रिया किई थी
शुक्रिया करना	V;3;SG;PRF;SBJV;FEM	o1	शुक्रिया की हो	शुक्रिया किई हो
शुरू करना	V;1;PL;PRF;LGSPEC3;FEM	o1	शुरू की होंगी	शुरू किई होंगी
शुरू करना	V;1;PL;PRF;LGSPEC4;FEM	o1	शुरू की होती	शुरू किई होती
शुरू करना	V;1;PL;PRF;PRS;FEM	o1	शुरू की हैं	शुरू किई हैं
शुरू करना	V;1;PL;PRF;PST;FEM	o1	शुरू की थी	शुरू किई थी
शुरू करना	V;1;PL;PRF;SBJV;FEM	o1	शुरू की हों	शुरू किई हों
शुरू करना	V;1;SG;PRF;LGSPEC3;FEM	o1	शुरू की हूंगी	शुरू किई हूंगी
शुरू करना	V;1;SG;PRF;LGSPEC4;FEM	o1	शुरू की होती	शुरू किई होती
शुरू करना	V;1;SG;PRF;PRS;FEM	o1	शुरू की हूं	शुरू किई हूं
शुरू करना	V;1;SG;PRF;PST;FEM	o1	शुरू की थी	शुरू किई थी
शुरू करना	V;1;SG;PRF;SBJV;FEM	o1	शुरू की हूं	शुरू किई हूं
शुरू करना	V;2;PL;PRF;LGSPEC3;FEM	o1	शुरू की होगी	शुरू किई होगी
शुरू करना	V;2;PL;PRF;PRS;FEM	o1	शुरू की हो	शुरू किई हो
शुरू करना	V;2;PL;PRF;SBJV;FEM	o1	शुरू की हो	शुरू किई हो
शुरू करना	V;2;SG;PRF;LGSPEC3;FEM	o1	शुरू की होगी	शुरू किई होगी
शुरू करना	V;2;SG;PRF;LGSPEC4;FEM	o1	शुरू की होती	शुरू किई होती
शुरू करना	V;2;SG;PRF;PRS;FEM	o1	शुरू की है	शुरू किई है
शुरू करना	V;2;SG;PRF;PST;FEM	o1	शुरू की थी	शुरू किई थी
शुरू करना	V;2;SG;PRF;SBJV;FEM	o1	शुरू की हो	शुरू किई हो
शुरू करना	V;3;PL;PRF;LGSPEC3;FEM	o1	शुरू की होंगी	शुरू किई होंगी
शुरू करना	V;3;PL;PRF;LGSPEC4;FEM	o1	शुरू की होती	शुरू किई होती
शुरू करना	V;3;PL;PRF;PRS;FEM	o1	शुरू की हैं	शुरू किई हैं
शुरू करना	V;3;PL;PRF;PST;FEM	o1	शुरू की थी	शुरू किई थी
शुरू करना	V;3;PL;PRF;SBJV;FEM	o1	शुरू की हों	शुरू किई हों
शुरू करना	V;3;SG;PRF;LGSPEC3;FEM	o1	शुरू की होगी	शुरू किई होगी
शुरू करना	V;3;SG;PRF;LGSPEC4;FEM	o1	शुरू की होती	शुरू किई होती
शुरू करना	V;3;SG;PRF;PRS;FEM	o1	शुरू की है	शुरू किई है
शुरू करना	V;3;SG;PRF;PST;FEM	o1	शुरू की थी	शुरू किई थी
शुरू करना	V;3;SG;PRF;SBJV;FEM	o1	शुरू की हो	शुरू किई हो
संभोग करना	V;1;PL;PRF;LGSPEC3;FEM	o1	संभोग की होंगी	संभोग किई होंगी
संभोग करना	V;1;PL;PRF;LGSPEC4;FEM	o1	संभोग की होती	संभोग किई होती
संभोग करना	V;1;PL;PRF;PRS;FEM	o1	संभोग की हैं	संभोग किई हैं
संभोग करना	V;1;PL;PRF;PST;FEM	o1	संभोग की थी	संभोग किई थी
संभोग करना	V;1;PL;PRF;SBJV;FEM	o1	संभोग की हों	संभोग किई हों
संभोग करना	V;1;SG;PRF;LGSPEC3;FEM	o1	संभोग की हूंगी	संभोग किई हूंगी
संभोग करना	V;1;SG;PRF;LGSPEC4;FEM	o1	संभोग की होती	संभोग किई होती
संभोग करना	V;1;SG;PRF;PRS;FEM	o1	संभोग की हूं	संभोग किई हूं
संभोग करना	V;1;SG;PRF;PST;FEM	o1	संभोग की थी	संभोग किई थी
संभोग करना	V;1;SG;PRF;SBJV;FEM	o1	संभोग की हूं	संभोग किई हूं
संभोग करना	V;2;PL;PRF;LGSPEC3;FEM	o1	संभोग की होगी	संभोग किई होगी
संभोग करना	V;2;PL;PRF;PRS;FEM	o1	संभोग की हो	संभोग किई हो
संभोग करना	V;2;PL;PRF;SBJV;FEM	o1	संभोग की हो	संभोग किई हो
संभोग करना	V;2;SG;PRF;LGSPEC3;FEM	o1	संभोग की होगी	संभोग किई होगी
संभोग करना	V;2;SG;PRF;LGSPEC4;FEM	o1	संभोग की होती	संभोग किई होती
